basements,central_air,exterior_condition,fireplaces,garage_type,interior_condition,market_value,number_of_rooms,number_stories,parcel_shape,street_designation,topography,total_area,total_livable_area,type_heater,view_type,building_description,section
H,N,4.0,0.0,A,4.0,112100.0,7.0,2.0,E,ST ,6,1494.0,1188.0,H,I,MASONRY,North
G,N,4.0,0.0,A,4.0,112100.0,6.0,2.0,E,ST ,6,1494.0,1188.0,B,I,MASONRY,North
D,N,4.0,0.0,F,4.0,110600.0,7.0,2.0,E,ST ,6,1494.0,1188.0,H,I,MASONRY,North
D,N,4.0,0.0,F,4.0,110600.0,7.0,2.0,E,ST ,6,1494.0,1188.0,H,I,MASONRY,North
A,Y,2.0,0.0,F,2.0,151300.0,7.0,2.0,E,ST ,6,1503.0,1188.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,112100.0,7.0,2.0,E,ST ,6,1512.0,1188.0,H,I,MASONRY,North
D,N,4.0,0.0,F,4.0,119000.0,6.0,2.0,E,ST ,6,1943.76,1188.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,117000.0,6.0,2.0,E,ST ,6,1695.12,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,ST ,6,1562.0,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,ST ,6,1554.08,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,ST ,6,1562.0,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,ST ,6,1554.08,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,ST ,6,1562.0,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,ST ,6,1547.04,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,ST ,6,1562.0,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,ST ,6,1562.0,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,130600.0,6.0,2.0,E,ST ,6,1554.08,1404.0,A,I,MASONRY,North
D,N,7.0,0.0,A,7.0,49400.0,7.0,2.0,C,ST ,6,3545.76,1540.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1562.0,1166.0,A,I,MASONRY,North
F,Y,4.0,0.0,A,3.0,158100.0,6.0,2.0,E,ST ,6,1562.0,1166.0,A,I,MASONRY,North
F,Y,7.0,0.0,A,7.0,39400.0,6.0,2.0,E,ST ,6,1562.0,1166.0,A,I,MASONRY,North
F,N,3.0,0.0,A,3.0,137100.0,6.0,2.0,E,ST ,6,1557.6,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1557.6,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1566.4,1166.0,A,I,MASONRY,North
E,Y,2.0,0.0,A,2.0,158100.0,6.0,2.0,E,ST ,6,1557.6,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1562.0,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1562.0,1166.0,A,I,MASONRY,North
E,Y,4.0,0.0,A,2.0,158100.0,7.0,2.0,E,ST ,6,1557.6,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1557.6,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1557.6,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1562.0,1166.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,112100.0,7.0,2.0,E,ST ,6,1540.8,1188.0,H,I,MASONRY,North
H,N,4.0,0.0,A,4.0,112100.0,7.0,2.0,E,ST ,6,1578.6,1188.0,H,I,MASONRY,North
H,N,4.0,0.0,A,4.0,113800.0,7.0,2.0,E,ST ,6,1630.8,1188.0,H,I,MASONRY,North
D,N,4.0,0.0,F,4.0,114800.0,7.0,2.0,E,ST ,6,1959.12,1188.0,H,I,MASONRY,North
D,N,4.0,0.0,0,4.0,111700.0,7.0,2.0,E,ST ,6,2152.5,1200.0,H,I,MASONRY,North
D,N,4.0,0.0,A,4.0,102300.0,6.0,2.0,E,AVE,6,1624.15,972.0,H,I,MASONRY,North
H,N,4.0,0.0,A,4.0,100800.0,6.0,2.0,E,AVE,6,1475.0,972.0,H,I,MASONRY,North
H,N,4.0,0.0,A,4.0,98500.0,7.0,2.0,E,AVE,6,1475.0,1678.0,H,I,MASONRY+OTHER,North
D,N,4.0,0.0,0,4.0,107500.0,7.0,2.0,E,ST ,6,1747.17,1380.0,H,I,MASONRY,North
D,N,4.0,0.0,0,4.0,117500.0,7.0,2.0,E,ST ,6,2073.61,1200.0,H,I,MASONRY,North
D,N,4.0,0.0,0,4.0,121800.0,7.0,2.0,E,ST ,6,2912.55,1200.0,H,I,MASONRY,North
0,N,4.0,0.0,F,4.0,83000.0,4.0,0.0,E,ST ,6,2121.0,688.0,H,I,MASONRY,North
D,N,4.0,0.0,F,4.0,114400.0,6.0,2.0,E,RD ,6,1566.4,1176.0,A,I,MASONRY,North
F,N,5.0,0.0,A,5.0,115600.0,6.0,2.0,E,RD ,6,1569.04,1166.0,A,I,MASONRY,North
F,Y,2.0,0.0,A,2.0,115600.0,6.0,2.0,E,RD ,6,1503.04,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,RD ,6,1569.04,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,RD ,6,1557.6,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,RD ,6,1566.4,1166.0,A,I,MASONRY,North
A,Y,2.0,0.0,F,2.0,156300.0,7.0,2.0,E,RD ,6,1575.2,1172.0,B,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115800.0,6.0,2.0,E,RD ,6,1575.2,1172.0,A,I,MASONRY,North
F,Y,4.0,0.0,A,4.0,116200.0,7.0,2.0,E,RD ,6,1584.0,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115800.0,6.0,2.0,E,RD ,6,1575.2,1172.0,A,I,MASONRY,North
A,Y,2.0,0.0,A,2.0,158800.0,6.0,2.0,E,RD ,6,1584.0,1188.0,A,I,MASONRY,North
E,N,2.0,0.0,A,2.0,153400.0,6.0,2.0,E,RD ,6,1566.4,1166.0,B,I,MASONRY,North
D,N,4.0,0.0,F,4.0,114600.0,6.0,2.0,E,RD ,6,1584.0,1188.0,A,I,MASONRY,North
E,Y,2.0,0.0,A,2.0,158100.0,6.0,2.0,E,RD ,6,1566.4,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1557.6,1166.0,A,I,MASONRY,North
F,Y,4.0,0.0,A,4.0,119200.0,6.0,2.0,E,ST ,6,1557.6,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1557.6,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1557.6,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1575.2,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1557.6,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1566.4,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1557.6,1166.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,114200.0,6.0,2.0,E,ST ,6,1566.4,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1566.4,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1566.4,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1557.6,1166.0,A,I,MASONRY,North
F,Y,4.0,0.0,A,4.0,119200.0,6.0,2.0,E,ST ,6,1566.4,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1557.6,1166.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,113800.0,6.0,2.0,E,ST ,6,1617.6,1192.0,H,I,MASONRY,North
D,N,4.0,0.0,F,4.0,113000.0,6.0,2.0,E,ST ,6,1696.41,1192.0,H,I,MASONRY,North
H,N,4.0,0.0,A,4.0,115100.0,6.0,2.0,E,ST ,6,1780.8,1192.0,H,I,MASONRY,North
H,N,4.0,0.0,A,4.0,115400.0,6.0,2.0,E,ST ,6,1816.75,1192.0,H,I,MASONRY,North
H,N,4.0,0.0,A,4.0,112300.0,6.0,2.0,E,AVE,6,1764.0,1116.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,234700.0,7.0,0.0,E,ST ,6,5580.0,2850.0,H,I,MASONRY,North
H,N,4.0,0.0,A,4.0,128500.0,7.0,2.0,C,AVE,1,3980.39,1200.0,H,I,MASONRY,North
D,N,4.0,0.0,F,4.0,116300.0,6.0,2.0,E,RD ,6,1592.8,1194.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,117600.0,6.0,2.0,E,RD ,6,1592.8,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,117700.0,6.0,2.0,E,RD ,6,1592.8,1194.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,117700.0,6.0,2.0,E,RD ,6,1592.8,1194.0,A,I,MASONRY,North
A,Y,2.0,1.0,A,2.0,161000.0,7.0,2.0,E,RD ,6,1592.8,1194.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,117700.0,6.0,2.0,E,RD ,6,1592.8,1194.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,116300.0,6.0,2.0,E,RD ,6,1592.8,1194.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,117600.0,6.0,2.0,E,RD ,6,1592.8,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,117700.0,6.0,2.0,E,RD ,6,1592.8,1194.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,117600.0,6.0,2.0,E,RD ,6,1592.8,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,117600.0,6.0,2.0,E,RD ,6,1592.8,1188.0,A,I,MASONRY,North
F,Y,4.0,0.0,A,4.0,121300.0,6.0,2.0,E,RD ,6,1592.8,1188.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,114600.0,6.0,2.0,E,RD ,6,1584.0,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,117600.0,6.0,2.0,E,RD ,6,1592.8,1188.0,A,I,MASONRY,North
H,N,3.0,0.0,A,3.0,192400.0,6.0,2.0,E,AVE,6,5248.0,1350.0,B,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,116000.0,6.0,2.0,A,AVE,1,1527.17,1152.0,A,I,MASONRY,North
H,Y,4.0,0.0,F,4.0,119800.0,6.0,2.0,A,AVE,1,2090.4,1152.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,132700.0,7.0,2.0,A,AVE,1,5611.7,1152.0,H,I,MASONRY,North
F,N,4.0,0.0,A,4.0,138700.0,6.0,2.0,A,ST ,6,2230.67,1440.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,LA ,6,1575.2,1188.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,117400.0,6.0,2.0,E,LA ,6,1557.6,1152.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,LA ,6,1584.0,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,LA ,6,1566.4,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,124200.0,6.0,2.0,E,LA ,6,2492.0,1188.0,A,I,MASONRY,North
A,N,3.0,0.0,A,3.0,146700.0,6.0,2.0,E,LA ,6,2424.6,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,RD ,6,1584.0,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,151000.0,7.0,2.0,A,RD ,6,3775.58,1536.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,134500.0,6.0,2.0,E,RD ,6,1680.0,1432.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,134700.0,6.0,2.0,E,RD ,6,1680.0,1442.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,134700.0,6.0,2.0,E,RD ,6,1680.0,1442.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,134700.0,6.0,2.0,E,RD ,6,1680.0,1442.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,132900.0,6.0,2.0,E,RD ,6,1680.0,1442.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,134700.0,6.0,2.0,E,RD ,6,1680.0,1442.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,132900.0,6.0,2.0,E,RD ,6,1680.0,1442.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,113000.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,113000.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,Y,4.0,0.0,A,4.0,118100.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1469.7,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1454.4,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1469.7,1120.0,A,I,MASONRY,North
E,Y,2.0,0.0,A,2.0,156600.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1469.7,1120.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,116600.0,6.0,2.0,E,ST ,6,1454.4,1120.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,121400.0,6.0,2.0,E,LA ,6,2299.76,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,123000.0,6.0,2.0,E,LA ,6,2299.76,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,121600.0,6.0,2.0,E,LA ,6,2103.96,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,121000.0,6.0,2.0,E,LA ,6,2007.84,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,120300.0,6.0,2.0,E,LA ,6,1918.88,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,118600.0,6.0,2.0,E,LA ,6,1699.9,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,118800.0,6.0,2.0,E,LA ,6,1719.0,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,118800.0,6.0,2.0,E,LA ,6,1719.0,1188.0,A,I,MASONRY,North
A,Y,2.0,0.0,F,2.0,160100.0,7.0,2.0,E,LA ,6,1699.9,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,118800.0,6.0,2.0,E,LA ,6,1719.0,1188.0,A,I,MASONRY,North
F,N,3.0,0.0,A,4.0,116200.0,6.0,2.0,E,LA ,6,1575.2,1188.0,A,I,MASONRY,North
E,Y,2.0,0.0,A,2.0,158900.0,7.0,2.0,E,LA ,6,1575.2,1188.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,114700.0,6.0,2.0,E,LA ,6,1575.2,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,LA ,6,1575.2,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1566.4,1166.0,A,I,MASONRY,North
I,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1566.4,1166.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,114200.0,6.0,2.0,E,ST ,6,1566.4,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1566.4,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,115600.0,6.0,2.0,E,ST ,6,1566.4,1166.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,141900.0,7.0,2.0,E,ST ,6,2402.4,1522.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,144400.0,7.0,2.0,E,ST ,6,2514.23,1568.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,135800.0,7.0,2.0,E,ST ,6,1658.3,1504.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,134400.0,6.0,2.0,E,ST ,6,1658.3,1442.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,134500.0,6.0,2.0,E,ST ,6,1664.48,1442.0,A,I,MASONRY,North
F,N,5.0,0.0,A,4.0,134300.0,6.0,2.0,E,ST ,6,1648.0,1442.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,134300.0,6.0,2.0,E,ST ,6,1648.0,1442.0,A,I,MASONRY,North
G,N,7.0,0.0,A,7.0,144900.0,7.0,2.0,C,AVE,6,2053.0,1664.0,B,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,7.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,5.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1454.4,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1469.7,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,120800.0,6.0,2.0,E,ST ,6,2234.7,1120.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,119300.0,6.0,2.0,E,ST ,6,2241.9,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,113000.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,113000.0,6.0,2.0,E,ST ,6,1469.7,1120.0,A,I,MASONRY,North
E,Y,2.0,0.0,A,2.0,158900.0,7.0,2.0,E,LA ,6,1575.2,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,LA ,6,1575.2,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,LA ,6,1575.2,1188.0,A,I,MASONRY,North
F,Y,4.0,0.0,A,4.0,119800.0,6.0,2.0,E,LA ,6,1575.2,1188.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,118300.0,6.0,2.0,E,LA ,6,1566.4,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,LA ,6,1575.2,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,142300.0,7.0,2.0,E,LA ,6,2402.4,1540.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,132000.0,6.0,2.0,E,LA ,6,1728.55,1314.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,131800.0,6.0,2.0,E,LA ,6,1728.55,1308.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,132000.0,6.0,2.0,E,LA ,6,1728.55,1314.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,131700.0,7.0,2.0,E,LA ,6,1719.0,1308.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,117600.0,6.0,2.0,E,RD ,6,1592.8,1188.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,116100.0,6.0,2.0,E,RD ,6,1592.8,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,RD ,6,1584.0,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,150000.0,7.0,2.0,E,RD ,6,2384.8,1522.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,150600.0,7.0,2.0,E,RD ,6,3706.5,1536.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,130000.0,7.0,2.0,C,AVE,6,1798.34,1516.0,B,I,MASONRY,North
D,N,4.0,0.0,0,4.0,94600.0,6.0,2.0,E,ST ,6,1547.1,1032.0,H,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,0.0,E,ST ,6,1467.0,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1454.4,1120.0,A,I,MASONRY,North
F,Y,4.0,0.0,A,4.0,118100.0,6.0,2.0,E,ST ,6,1469.7,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1469.7,1120.0,A,I,MASONRY,North
E,Y,2.0,0.0,A,2.0,156600.0,6.0,2.0,E,ST ,6,1469.7,1120.0,A,I,MASONRY,North
E,Y,3.0,0.0,A,3.0,156600.0,6.0,2.0,E,ST ,6,1469.7,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1469.7,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1469.7,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1469.7,1120.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,113000.0,6.0,2.0,E,ST ,6,1469.7,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1469.7,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1454.4,1120.0,A,I,MASONRY,North
F,Y,4.0,0.0,A,4.0,118100.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,Y,4.0,0.0,A,4.0,135900.0,6.0,2.0,E,LA ,6,1728.55,1308.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,131700.0,6.0,2.0,E,LA ,6,1719.0,1308.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,131800.0,6.0,2.0,E,LA ,6,1728.55,1308.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,130100.0,7.0,2.0,E,LA ,6,1728.55,1308.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,131800.0,6.0,2.0,E,LA ,6,1728.55,1308.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,132000.0,6.0,0.0,E,LA ,6,1728.55,1314.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,131900.0,6.0,2.0,E,LA ,6,1719.0,1314.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,134200.0,6.0,2.0,E,LA ,6,1728.55,1308.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,159700.0,7.0,2.0,E,LA ,6,2721.75,1660.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116200.0,6.0,2.0,E,LA ,6,1537.55,1170.0,A,I,MASONRY,North
F,Y,4.0,0.0,A,4.0,119600.0,6.0,2.0,E,LA ,6,1537.55,1164.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116000.0,7.0,2.0,E,LA ,6,1537.55,1164.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116000.0,6.0,2.0,E,LA ,6,1537.55,1164.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,134900.0,6.0,2.0,E,RD ,6,1690.5,1444.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,132900.0,6.0,2.0,E,RD ,6,1680.0,1442.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,134700.0,6.0,2.0,E,RD ,6,1680.0,1442.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,132900.0,6.0,2.0,E,RD ,6,1680.0,1442.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,147300.0,6.0,2.0,A,RD ,6,3516.55,1442.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,153500.0,7.0,2.0,E,RD ,6,2371.0,1320.0,A,I,MASONRY,North
A,Y,2.0,1.0,A,2.0,158800.0,6.0,2.0,E,RD ,6,1480.0,1188.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,116300.0,6.0,2.0,E,RD ,6,1555.5,1194.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,116100.0,6.0,0.0,E,RD ,6,1591.3,1188.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,116300.0,6.0,2.0,E,RD ,6,1592.8,1194.0,A,I,MASONRY,North
A,Y,4.0,0.0,F,4.0,120200.0,7.0,2.0,E,RD ,6,1601.6,1204.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,114600.0,6.0,2.0,E,RD ,6,1584.0,1188.0,A,I,MASONRY,North
F,Y,2.0,0.0,A,2.0,114600.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,113000.0,6.0,2.0,E,ST ,6,1462.5,1120.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,114600.0,6.0,2.0,E,ST ,6,1476.9,1120.0,A,I,MASONRY,North
