basements,central_air,exterior_condition,fireplaces,garage_type,interior_condition,market_value,number_of_rooms,number_stories,parcel_shape,street_designation,topography,total_area,total_livable_area,type_heater,view_type,building_description,section
H,N,4.0,0.0,A,4.0,129300.0,7.0,2.0,E,AVE,6,1560.0,1680.0,B,I,MASONRY,North
E,N,3.0,0.0,A,3.0,156400.0,6.0,2.0,E,AVE,6,1929.6,1464.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121900.0,6.0,2.0,E,AVE,6,1920.0,1464.0,B,I,MASONRY,North
I,N,4.0,1.0,A,4.0,121900.0,7.0,2.0,E,AVE,6,1980.0,1464.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121900.0,6.0,2.0,E,AVE,6,1980.0,1464.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121900.0,6.0,2.0,E,AVE,6,1980.0,1464.0,B,I,MASONRY,North
H,N,3.0,1.0,A,3.0,174800.0,6.0,2.0,E,AVE,6,1920.0,1464.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121900.0,6.0,2.0,E,AVE,6,1920.0,1464.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,140000.0,6.0,2.0,E,AVE,6,2160.0,1836.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,140000.0,6.0,2.0,E,AVE,6,2160.0,1836.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,159600.0,7.0,2.0,B,AVE,6,2730.53,1976.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,132100.0,6.0,2.0,E,AVE,6,1929.6,1586.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,132100.0,6.0,2.0,E,AVE,6,1929.6,1586.0,B,I,MASONRY,North
F,N,4.0,0.0,A,4.0,132100.0,6.0,2.0,E,AVE,6,1929.6,1586.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,132100.0,6.0,2.0,E,AVE,6,1920.0,1586.0,B,I,MASONRY,North
I,Y,4.0,0.0,A,4.0,126400.0,6.0,2.0,E,AVE,6,1567.68,1056.0,B,I,MASONRY,North
D,N,4.0,0.0,F,4.0,126400.0,6.0,2.0,E,AVE,6,2823.36,1056.0,A,I,MASONRY,North
H,N,4.0,1.0,A,4.0,183400.0,6.0,2.0,E,AVE,6,4750.0,1808.0,C,C,MASONRY,North
E,N,4.0,0.0,A,4.0,174200.0,6.0,2.0,E,AVE,6,4750.0,1552.0,A,C,MASONRY,North
E,N,4.0,1.0,A,4.0,174200.0,6.0,2.0,E,AVE,6,4750.0,1552.0,A,I,MASONRY,North
E,N,4.0,1.0,A,4.0,174200.0,7.0,2.0,E,AVE,6,4750.0,1552.0,A,I,MASONRY,North
G,N,3.0,1.0,A,3.0,235700.0,6.0,2.0,E,AVE,6,4750.0,1890.0,B,C,MASONRY,North
H,Y,4.0,0.0,A,4.0,127400.0,6.0,2.0,E,AVE,6,2103.75,1084.0,B,I,MASONRY,North
I,N,4.0,0.0,A,4.0,197200.0,6.0,2.0,E,AVE,6,2500.0,1572.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,197200.0,6.0,2.0,E,AVE,6,2500.0,1572.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,203400.0,6.0,2.0,E,AVE,6,2500.0,1572.0,A,I,MASONRY,North
E,Y,3.0,0.0,A,3.0,236200.0,7.0,2.0,E,AVE,6,2500.0,1572.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,210200.0,6.0,2.0,E,AVE,6,3629.0,1572.0,A,I,MASONRY,North
D,N,4.0,0.0,0,4.0,162100.0,6.0,2.0,E,AVE,6,3367.3,1440.0,A,I,MASONRY,North
C,N,4.0,1.0,C,4.0,183300.0,6.0,2.0,E,AVE,6,4813.8,1440.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,160800.0,6.0,2.0,E,ST ,6,3560.0,1406.0,B,I,MASONRY,North
D,N,4.0,0.0,F,4.0,128700.0,6.0,2.0,E,ST ,6,1600.0,1152.0,B,I,MASONRY,North
D,N,4.0,0.0,A,4.0,130400.0,6.0,2.0,E,ST ,6,1600.0,1152.0,B,I,MASONRY,North
D,N,4.0,0.0,A,4.0,130400.0,6.0,2.0,E,ST ,6,1600.0,1152.0,B,I,MASONRY,North
D,N,4.0,0.0,A,4.0,130400.0,6.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,178000.0,6.0,2.0,E,ST ,6,5316.83,1569.0,A,I,MASONRY+OTHER,North
H,Y,4.0,0.0,F,4.0,150200.0,6.0,2.0,E,ST ,6,3067.0,1332.0,A,I,MASONRY,North
E,Y,2.0,0.0,A,2.0,165000.0,6.0,2.0,E,ST ,6,1448.9,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,139400.0,6.0,2.0,E,ST ,6,1448.9,1164.0,B,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,124400.0,6.0,2.0,E,ST ,6,1448.9,1164.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,124400.0,6.0,2.0,E,ST ,6,1456.97,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,124400.0,6.0,2.0,E,ST ,6,1456.97,1164.0,B,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,124400.0,6.0,2.0,E,ST ,6,1448.9,1164.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,124500.0,6.0,2.0,E,ST ,6,1456.97,1170.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,124500.0,6.0,2.0,E,ST ,6,1456.97,1170.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,124500.0,6.0,2.0,E,ST ,6,1456.97,1170.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,124400.0,6.0,2.0,E,ST ,6,1448.9,1164.0,A,I,MASONRY,North
A,Y,3.0,0.0,A,3.0,147600.0,6.0,2.0,E,ST ,6,1456.97,1170.0,B,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,125500.0,6.0,2.0,E,ST ,6,1448.9,1152.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,149000.0,6.0,2.0,E,ST ,6,2344.6,1296.0,A,I,MASONRY,North
G,N,4.0,1.0,A,4.0,135400.0,6.0,2.0,E,ST ,1,2048.0,1440.0,A,I,MASONRY,North
C,N,3.0,1.0,A,3.0,171200.0,6.0,2.0,E,ST ,1,3328.0,1472.0,A,I,MASONRY,North
A,Y,2.0,1.0,F,2.0,203800.0,7.0,2.0,E,ST ,1,3338.24,1472.0,A,I,MASONRY,North
H,N,4.0,1.0,F,4.0,162100.0,6.0,2.0,E,ST ,1,3316.48,1472.0,A,I,MASONRY,North
G,N,4.0,1.0,A,4.0,144400.0,7.0,2.0,E,ST ,1,3328.0,1472.0,A,I,MASONRY,North
G,N,4.0,1.0,A,4.0,134300.0,6.0,2.0,E,ST ,1,2048.0,1392.0,A,I,MASONRY,North
G,N,4.0,1.0,A,4.0,134300.0,6.0,2.0,E,ST ,1,2048.0,1392.0,A,I,MASONRY,North
G,N,5.0,1.0,A,5.0,88400.0,6.0,2.0,E,ST ,1,3316.48,1472.0,A,I,MASONRY,North
E,Y,2.0,0.0,A,2.0,176100.0,6.0,2.0,E,ST ,6,2371.5,1332.0,A,I,MASONRY,North
F,Y,4.0,0.0,A,4.0,133200.0,6.0,2.0,E,ST ,6,2371.5,1158.0,A,I,MASONRY,North
F,Y,4.0,0.0,A,4.0,125400.0,6.0,2.0,E,ST ,6,1441.73,1158.0,A,I,MASONRY,North
F,Y,4.0,0.0,A,4.0,125400.0,6.0,2.0,E,ST ,6,1441.73,1158.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,122400.0,6.0,2.0,E,ST ,6,1482.97,1191.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,158200.0,6.0,2.0,E,RD ,6,3354.0,1598.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,158200.0,6.0,2.0,E,RD ,6,3354.0,1598.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,158200.0,6.0,2.0,E,RD ,6,3342.39,1598.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,167600.0,6.0,2.0,E,RD ,6,3374.64,1598.0,A,I,MASONRY,North
E,Y,4.0,1.0,A,4.0,157900.0,6.0,2.0,E,RD ,6,3277.89,1598.0,B,I,MASONRY,North
E,Y,4.0,1.0,A,4.0,158700.0,6.0,2.0,A,RD ,6,3428.82,1598.0,A,I,MASONRY,North
G,Y,5.0,0.0,A,5.0,117800.0,6.0,2.0,E,RD ,6,3354.0,1598.0,A,I,MASONRY,North
E,Y,2.0,1.0,A,2.0,223500.0,7.0,2.0,E,RD ,6,3547.5,1598.0,A,I,MASONRY,North
H,N,4.0,0.0,B,4.0,137500.0,6.0,2.0,A,RD ,6,2038.0,1232.0,A,I,MASONRY,North
H,N,4.0,0.0,B,4.0,133700.0,6.0,2.0,E,RD ,6,1622.5,1232.0,A,I,MASONRY,North
H,N,4.0,0.0,F,4.0,134200.0,6.0,2.0,E,RD ,6,1452.55,1232.0,A,I,MASONRY,North
H,N,4.0,0.0,B,4.0,133700.0,6.0,2.0,E,RD ,6,1622.5,1232.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,97300.0,6.0,2.0,E,AVE,6,1648.32,1024.0,B,I,MASONRY,North
H,N,4.0,0.0,F,4.0,96000.0,6.0,2.0,E,AVE,6,1632.0,1024.0,B,I,MASONRY,North
H,N,4.0,0.0,F,4.0,96100.0,6.0,2.0,E,AVE,6,1648.32,1024.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,109700.0,6.0,2.0,E,AVE,6,2770.32,1024.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,97200.0,6.0,2.0,E,AVE,6,2754.0,1024.0,B,I,MASONRY,North
H,N,4.0,0.0,F,4.0,96000.0,6.0,2.0,E,AVE,6,1632.0,1024.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,97200.0,6.0,2.0,E,AVE,6,1632.0,1024.0,B,I,MASONRY,North
H,N,4.0,0.0,F,4.0,96000.0,6.0,2.0,E,AVE,6,1632.0,1024.0,B,I,MASONRY,North
H,N,4.0,0.0,F,4.0,96000.0,6.0,2.0,E,AVE,6,1632.0,1024.0,B,I,MASONRY,North
H,N,4.0,1.0,A,4.0,97200.0,6.0,2.0,E,AVE,6,1632.0,1024.0,B,I,MASONRY,North
H,N,4.0,0.0,F,4.0,138600.0,6.0,2.0,E,AVE,6,2770.32,1872.0,B,I,MASONRY,North
C,N,4.0,0.0,F,4.0,131000.0,8.0,2.0,E,AVE,6,1938.0,1748.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,108400.0,6.0,2.0,E,AVE,6,1632.0,1024.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,127100.0,6.0,2.0,A,PK ,6,3102.26,1260.0,A,I,MASONRY,North
H,N,4.0,0.0,F,4.0,121600.0,10.0,2.0,A,PK ,6,2393.88,1260.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,118400.0,6.0,2.0,A,PK ,6,1728.18,1260.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,115800.0,6.0,2.0,E,PK ,6,1466.64,1260.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,115800.0,6.0,2.0,E,PK ,6,1473.13,1260.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,117200.0,6.0,2.0,E,PK ,6,1594.44,1260.0,A,I,MASONRY,North
H,Y,3.0,0.0,A,3.0,153300.0,6.0,2.0,E,PK ,6,1692.95,1260.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,121500.0,6.0,2.0,E,PK ,6,1669.86,1260.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,118600.0,6.0,2.0,E,PK ,6,1753.64,1260.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,119400.0,6.0,2.0,E,PK ,6,1853.68,1260.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,120200.0,6.0,2.0,E,PK ,6,1958.59,1260.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,120100.0,6.0,2.0,E,PK ,6,1948.93,1260.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121300.0,6.0,2.0,E,PK ,6,2105.01,1260.0,A,I,MASONRY,North
E,Y,4.0,0.0,F,4.0,153900.0,6.0,2.0,A,PK ,6,5572.0,1400.0,A,I,MASONRY,North
D,N,3.0,0.0,C,3.0,147200.0,6.0,2.0,B,RD ,6,1936.38,1250.0,B,I,MASONRY,North
D,N,4.0,0.0,C,4.0,110800.0,6.0,2.0,E,RD ,6,1936.38,1250.0,B,I,MASONRY,North
A,Y,2.0,0.0,C,2.0,151500.0,7.0,2.0,E,RD ,6,1936.38,1250.0,D,I,MASONRY,North
H,N,4.0,0.0,A,4.0,139500.0,7.0,2.0,E,RD ,6,2707.25,1684.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,126800.0,7.0,2.0,E,RD ,6,1768.0,1536.0,B,I,MASONRY,North
A,N,4.0,0.0,F,4.0,125200.0,7.0,2.0,E,RD ,6,1768.0,1535.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,135800.0,7.0,2.0,E,ST ,6,3133.0,1544.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,146900.0,6.0,2.0,E,ST ,6,2410.0,1504.0,B,I,MASONRY,North
D,N,4.0,0.0,F,4.0,137700.0,6.0,2.0,E,ST ,6,1600.0,1410.0,B,I,MASONRY,North
D,N,4.0,0.0,F,4.0,148000.0,6.0,2.0,E,ST ,6,1500.0,1840.0,B,I,MASONRY,North
D,N,4.0,0.0,F,4.0,148000.0,6.0,2.0,E,ST ,6,1500.0,1840.0,B,I,MASONRY,North
D,N,4.0,0.0,F,4.0,148000.0,6.0,2.0,E,ST ,6,1500.0,1840.0,B,I,MASONRY,North
E,Y,3.0,0.0,A,3.0,168100.0,6.0,2.0,E,ST ,6,1537.5,1840.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,134300.0,6.0,2.0,E,ST ,6,1728.0,1380.0,B,I,MASONRY,North
G,N,3.0,0.0,A,3.0,161200.0,6.0,2.0,E,ST ,6,1731.0,1380.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,129300.0,7.0,2.0,E,AVE,6,1560.0,1680.0,B,I,MASONRY,North
H,N,4.0,0.0,F,4.0,127700.0,7.0,2.0,E,AVE,6,1560.0,1680.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,129300.0,7.0,2.0,E,AVE,6,1560.0,1680.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,129300.0,6.0,2.0,E,AVE,6,1560.0,1680.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,129300.0,7.0,2.0,E,AVE,6,1560.0,1680.0,B,I,MASONRY,North
H,N,4.0,1.0,F,4.0,137800.0,6.0,2.0,C,AVE,6,2704.05,1680.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,152700.0,6.0,2.0,A,AVE,6,4413.0,1624.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,137500.0,6.0,2.0,A,AVE,6,1880.0,1408.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,137500.0,6.0,2.0,A,AVE,6,1686.0,1408.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,152400.0,7.0,2.0,A,AVE,6,5147.0,1560.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121900.0,6.0,2.0,E,AVE,6,1920.0,1464.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121900.0,6.0,2.0,E,AVE,6,1920.0,1464.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121900.0,6.0,2.0,E,AVE,6,1920.0,1464.0,B,I,MASONRY,North
H,N,4.0,0.0,F,4.0,142700.0,6.0,2.0,E,AVE,6,2880.0,1600.0,B,I,MASONRY,North
D,N,4.0,0.0,F,4.0,138600.0,7.0,2.0,E,AVE,1,2940.0,1632.0,A,I,MASONRY,North
E,N,4.0,0.0,A,4.0,132100.0,6.0,2.0,E,AVE,6,1920.0,1586.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,132100.0,6.0,2.0,E,AVE,6,1920.0,1586.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,132100.0,6.0,2.0,E,AVE,6,1929.6,1586.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,132100.0,6.0,2.0,E,AVE,6,1920.0,1586.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,132100.0,6.0,2.0,E,AVE,6,1920.0,1586.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,145300.0,7.0,2.0,E,AVE,6,2859.6,1664.0,B,I,MASONRY,North
F,N,4.0,0.0,A,4.0,121400.0,6.0,2.0,E,AVE,1,1776.0,1088.0,H,I,MASONRY,North
F,N,4.0,0.0,A,4.0,121400.0,6.0,2.0,E,AVE,1,1776.0,1088.0,H,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,125800.0,6.0,2.0,E,AVE,6,2096.1,1084.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,151800.0,6.0,2.0,E,AVE,6,2627.35,1258.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,151800.0,6.0,2.0,E,AVE,6,2627.35,1258.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,151800.0,6.0,2.0,E,AVE,6,2627.35,1258.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,151800.0,6.0,2.0,E,AVE,6,2627.35,1258.0,A,I,MASONRY,North
D,N,4.0,0.0,C,4.0,255800.0,6.0,2.0,E,AVE,6,8679.0,1942.0,A,I,MASONRY,North
D,N,4.0,0.0,C,4.0,254700.0,6.0,2.0,E,AVE,6,8390.4,1942.0,A,I,MASONRY,North
D,N,4.0,0.0,C,4.0,254400.0,6.0,2.0,E,AVE,6,8326.4,1942.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,132800.0,6.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,130400.0,6.0,2.0,A,ST ,6,1600.0,1152.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,130400.0,6.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,134400.0,6.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,130400.0,6.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,134400.0,6.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,134400.0,6.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,130400.0,6.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,134400.0,6.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,132800.0,6.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,132800.0,6.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,130500.0,6.0,2.0,E,ST ,6,1610.0,1152.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,130400.0,6.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,134400.0,6.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
H,Y,4.0,0.0,F,4.0,123000.0,6.0,2.0,E,ST ,6,1456.97,1170.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,124400.0,6.0,2.0,E,ST ,6,1448.9,1164.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,124500.0,6.0,2.0,E,ST ,6,1456.97,1170.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,124400.0,6.0,2.0,E,ST ,6,1448.9,1164.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,148500.0,6.0,2.0,E,ST ,6,2558.0,1320.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,132900.0,6.0,2.0,E,ST ,6,2349.09,1164.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121500.0,6.0,2.0,E,ST ,6,1456.97,1170.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,125200.0,6.0,2.0,E,ST ,6,1448.9,1164.0,A,I,MASONRY,North
I,N,4.0,0.0,F,4.0,119900.0,6.0,2.0,E,ST ,6,1456.97,1170.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121400.0,6.0,2.0,E,ST ,6,1448.9,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,125000.0,6.0,2.0,E,ST ,6,1441.73,1158.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121400.0,6.0,2.0,E,ST ,6,1448.9,1164.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121400.0,6.0,2.0,E,ST ,6,1448.9,1164.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,121500.0,6.0,2.0,E,ST ,6,1456.97,1170.0,A,I,MASONRY,North
G,N,4.0,1.0,A,4.0,162100.0,6.0,2.0,A,ST ,1,3315.0,1472.0,A,I,MASONRY,North
E,Y,2.0,1.0,A,2.0,206300.0,6.0,2.0,E,ST ,1,3316.48,1472.0,A,I,MASONRY,North
E,N,3.0,1.0,A,3.0,169200.0,6.0,2.0,E,ST ,1,3316.48,1472.0,A,I,MASONRY,North
G,N,4.0,1.0,A,4.0,135200.0,6.0,2.0,E,ST ,1,2048.0,1432.0,A,I,MASONRY,North
G,N,4.0,1.0,A,4.0,135200.0,6.0,2.0,E,ST ,1,2048.0,1432.0,A,I,MASONRY,North
G,N,4.0,1.0,A,4.0,135300.0,6.0,2.0,E,ST ,1,2058.24,1432.0,A,I,MASONRY,North
H,N,4.0,1.0,A,4.0,145200.0,6.0,2.0,E,ST ,1,3302.4,1512.0,A,I,MASONRY,North
G,N,4.0,1.0,A,4.0,151200.0,7.0,2.0,E,ST ,1,3302.4,1492.0,A,I,MASONRY,North
G,N,4.0,1.0,A,4.0,164300.0,6.0,2.0,E,ST ,1,3214.08,1492.0,A,I,MASONRY,North
A,N,4.0,1.0,A,4.0,144900.0,6.0,2.0,E,ST ,1,3328.0,1492.0,A,I,MASONRY,North
F,N,4.0,0.0,A,4.0,121500.0,6.0,2.0,E,ST ,6,1441.73,1158.0,A,I,MASONRY,North
A,Y,2.0,0.0,F,2.0,166400.0,8.0,2.0,E,ST ,6,1441.73,1158.0,A,I,MASONRY,North
F,Y,4.0,0.0,A,4.0,149700.0,6.0,2.0,E,ST ,6,2492.54,1332.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,131300.0,7.0,2.0,E,AVE,6,1520.0,1552.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,119400.0,6.0,2.0,E,AVE,6,1520.0,1120.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,128700.0,6.0,2.0,E,AVE,6,1520.0,1432.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,119400.0,6.0,2.0,E,AVE,6,1520.0,1120.0,B,I,MASONRY,North
H,N,4.0,0.0,B,4.0,133700.0,6.0,2.0,E,RD ,6,1622.5,1232.0,A,I,MASONRY,North
H,N,4.0,0.0,B,4.0,133700.0,6.0,2.0,E,RD ,6,1622.5,1232.0,A,I,MASONRY,North
H,N,4.0,0.0,B,4.0,133700.0,6.0,2.0,E,RD ,6,1622.5,1232.0,A,I,MASONRY,North
H,N,4.0,0.0,F,4.0,136000.0,6.0,2.0,E,RD ,6,1622.5,1232.0,A,I,MASONRY,North
H,N,4.0,0.0,B,4.0,133700.0,6.0,2.0,E,RD ,6,1622.5,1232.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,136000.0,6.0,2.0,E,RD ,6,1622.5,1232.0,A,I,MASONRY,North
H,N,4.0,0.0,B,4.0,133700.0,6.0,2.0,E,RD ,6,1622.5,1232.0,A,I,MASONRY,North
H,N,4.0,0.0,B,4.0,133700.0,6.0,2.0,E,RD ,6,1622.5,1232.0,A,I,MASONRY,North
C,Y,3.0,0.0,F,3.0,184600.0,6.0,2.0,E,RD ,6,1622.5,1232.0,A,I,MASONRY,North
C,N,3.0,0.0,B,3.0,167500.0,6.0,2.0,E,RD ,6,1622.5,1232.0,A,I,MASONRY,North
H,N,4.0,0.0,F,4.0,110700.0,6.0,2.0,E,AVE,6,1440.0,1128.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,112000.0,6.0,2.0,E,AVE,6,1440.0,1120.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,112000.0,6.0,2.0,E,AVE,6,1440.0,1120.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,96300.0,6.0,2.0,E,AVE,6,1632.0,1024.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,107000.0,6.0,2.0,E,AVE,6,1632.0,1024.0,A,I,MASONRY,North
G,N,4.0,0.0,A,4.0,108400.0,6.0,2.0,E,AVE,6,1632.0,1024.0,G,I,MASONRY,North
D,N,4.0,0.0,F,4.0,107000.0,6.0,2.0,E,AVE,6,1632.0,1024.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,107000.0,6.0,2.0,E,AVE,6,1632.0,1024.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,108400.0,6.0,2.0,E,AVE,6,1632.0,1024.0,A,I,MASONRY,North
E,N,3.0,0.0,A,3.0,166500.0,7.0,2.0,E,AVE,6,1938.0,1748.0,A,I,MASONRY,North
E,N,4.0,0.0,A,4.0,144500.0,7.0,2.0,A,AVE,6,2572.42,1728.0,B,D,MASONRY,North
H,N,4.0,0.0,A,4.0,104300.0,6.0,2.0,E,AVE,6,1600.0,1548.0,B,D,MASONRY,North
H,N,4.0,0.0,A,4.0,104300.0,6.0,2.0,E,AVE,6,1600.0,1548.0,B,D,MASONRY,North
A,Y,2.0,1.0,A,2.0,104300.0,9.0,2.0,E,AVE,6,1600.0,1528.0,B,D,MASONRY,North
H,N,4.0,1.0,A,4.0,104300.0,6.0,2.0,E,AVE,6,1600.0,1548.0,B,D,MASONRY,North
D,N,4.0,0.0,0,4.0,158000.0,6.0,0.0,E,AVE,6,7601.65,1870.0,B,I,MASONRY,North
D,N,4.0,0.0,0,4.0,180400.0,6.0,2.0,E,AVE,6,7329.0,2402.0,B,I,MASONRY,North
A,Y,3.0,0.0,0,3.0,219600.0,10.0,3.0,E,AVE,6,7119.0,2084.0,B,I,MASONRY,North
D,N,4.0,0.0,0,4.0,203600.0,10.0,1.0,E,AVE,6,6681.5,2084.0,B,I,MASONRY,North
A,Y,2.0,0.0,0,2.0,238700.0,10.0,1.0,E,AVE,6,6616.75,2084.0,A,I,MASONRY,North
D,N,4.0,0.0,0,4.0,203600.0,10.0,0.0,E,AVE,6,6588.4,2084.0,B,I,MASONRY,North
D,N,4.0,0.0,0,4.0,203600.0,10.0,1.0,E,AVE,6,6619.2,2084.0,B,I,MASONRY,North
A,Y,3.0,0.0,0,3.0,236900.0,8.0,0.0,E,AVE,6,6700.4,1998.0,B,I,MASONRY,North
